id,title,levelLimit,type,totalTimes,timeLimit,rewardExp,rewardMoney,rewardPop,rewardItemIds,rewardItemCounts,isDaily,sysOpId,desc,toTaskNpcID,tutorType,tutorInitFuns,tutorInitSubFuns,tutorFunction,tutorSubFunction,showOrHideFuns,tutorMapId,openTeleporterIds,isTutor,tutorTaskTab,isShowAutoFight,recommendFunction,instanceTutorFunction,destMapId,tutorInitUpFuns,tutorItemId
108410,两界山10,84,1,12,0,100800,151200,0,0,0,0,0,通关12次两界山10,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2431,10|8|20|11,
108501,对话,85,2,0,0,1700,2550,0,0,0,0,0,与杨戬对话,7,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
108502,平顶山1,85,1,1,0,6800,10200,0,0,0,0,0,通关1次平顶山1,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2441,10|8|20|11,
108503,平顶山1,85,1,4,0,34000,51000,0,0,0,0,0,通关4次平顶山1,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2441,10|8|20|11,
108504,平顶山1,85,1,7,0,59500,89250,0,0,0,0,0,通关7次平顶山1,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2441,10|8|20|11,
108505,平顶山1,85,1,12,0,102000,153000,0,0,0,0,0,通关12次平顶山1,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2441,10|8|20|11,
108506,对话,85,2,0,0,1700,2550,0,0,0,0,0,与杨戬对话,7,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
108507,平顶山2,85,1,1,0,6800,10200,0,0,0,0,0,通关1次平顶山2,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2451,10|8|20|11,
108508,平顶山2,85,1,4,0,34000,51000,0,0,0,0,0,通关4次平顶山2,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2451,10|8|20|11,
108509,平顶山2,85,1,7,0,59500,89250,0,0,0,0,0,通关7次平顶山2,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2451,10|8|20|11,
108510,平顶山2,85,1,12,0,102000,153000,0,0,0,0,0,通关12次平顶山2,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2451,10|8|20|11,
108601,对话,86,2,0,0,1720,2580,0,0,0,0,0,与杨戬对话,7,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
108602,平顶山3,86,1,1,0,6880,10320,0,0,0,0,0,通关1次平顶山3,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2461,10|8|20|11,
108603,平顶山3,86,1,4,0,34400,51600,0,0,0,0,0,通关4次平顶山3,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2461,10|8|20|11,
108604,平顶山3,86,1,7,0,60200,90300,0,0,0,0,0,通关7次平顶山3,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2461,10|8|20|11,
108605,平顶山3,86,1,12,0,103200,154800,0,0,0,0,0,通关12次平顶山3,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2461,10|8|20|11,
108606,对话,86,2,0,0,1720,2580,0,0,0,0,0,与杨戬对话,7,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
108607,平顶山4,86,1,1,0,6880,10320,0,0,0,0,0,通关1次平顶山4,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2471,10|8|20|11,
108608,平顶山4,86,1,4,0,34400,51600,0,0,0,0,0,通关4次平顶山4,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2471,10|8|20|11,
108609,平顶山4,86,1,7,0,60200,90300,0,0,0,0,0,通关7次平顶山4,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2471,10|8|20|11,
108610,平顶山4,86,1,12,0,103200,154800,0,0,0,0,0,通关12次平顶山4,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2471,10|8|20|11,
108701,对话,87,2,0,0,1740,2610,0,0,0,0,0,与杨戬对话,7,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
108702,平顶山5,87,1,1,0,6960,10440,0,0,0,0,0,通关1次平顶山5,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2481,10|8|20|11,
108703,平顶山5,87,1,4,0,34800,52200,0,0,0,0,0,通关4次平顶山5,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2481,10|8|20|11,
108704,平顶山5,87,1,7,0,60900,91350,0,0,0,0,0,通关7次平顶山5,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2481,10|8|20|11,
108705,平顶山5,87,1,12,0,104400,156600,0,0,0,0,0,通关12次平顶山5,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2481,10|8|20|11,
108706,对话,87,2,0,0,1740,2610,0,0,0,0,0,与杨戬对话,7,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
108707,平顶山6,87,1,1,0,6960,10440,0,0,0,0,0,通关1次平顶山6,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2491,10|8|20|11,
108708,平顶山6,87,1,4,0,34800,52200,0,0,0,0,0,通关4次平顶山6,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2491,10|8|20|11,
108709,平顶山6,87,1,7,0,60900,91350,0,0,0,0,0,通关7次平顶山6,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2491,10|8|20|11,
108710,平顶山6,87,1,12,0,104400,156600,0,0,0,0,0,通关12次平顶山6,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2491,10|8|20|11,
108801,对话,88,2,0,0,1760,2640,0,0,0,0,0,与杨戬对话,7,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
108802,平顶山7,88,1,1,0,7040,10560,0,0,0,0,0,通关1次平顶山7,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2501,10|8|20|11,
108803,平顶山7,88,1,4,0,35200,52800,0,0,0,0,0,通关4次平顶山7,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2501,10|8|20|11,
108804,平顶山7,88,1,7,0,61600,92400,0,0,0,0,0,通关7次平顶山7,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2501,10|8|20|11,
108805,平顶山7,88,1,12,0,105600,158400,0,0,0,0,0,通关12次平顶山7,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2501,10|8|20|11,
108806,对话,88,2,0,0,1760,2640,0,0,0,0,0,与杨戬对话,7,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
108807,平顶山8,88,1,1,0,7040,10560,0,0,0,0,0,通关1次平顶山8,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2511,10|8|20|11,
108808,平顶山8,88,1,4,0,35200,52800,0,0,0,0,0,通关4次平顶山8,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2511,10|8|20|11,
108809,平顶山8,88,1,7,0,61600,92400,0,0,0,0,0,通关7次平顶山8,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2511,10|8|20|11,
108810,平顶山8,88,1,12,0,105600,158400,0,0,0,0,0,通关12次平顶山8,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2511,10|8|20|11,
108901,对话,89,2,0,0,1780,2670,0,0,0,0,0,与杨戬对话,7,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
108902,平顶山9,89,1,1,0,7120,10680,0,0,0,0,0,通关1次平顶山9,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2521,10|8|20|11,
108903,平顶山9,89,1,4,0,35600,53400,0,0,0,0,0,通关4次平顶山9,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2521,10|8|20|11,
108904,平顶山9,89,1,7,0,62300,93450,0,0,0,0,0,通关7次平顶山9,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2521,10|8|20|11,
108905,平顶山9,89,1,12,0,106800,160200,0,0,0,0,0,通关12次平顶山9,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2521,10|8|20|11,
108906,对话,89,2,0,0,1780,2670,0,0,0,0,0,与杨戬对话,7,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
108907,平顶山10,89,1,1,0,7120,10680,0,0,0,0,0,通关1次平顶山10,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2531,10|8|20|11,
108908,平顶山10,89,1,4,0,35600,53400,0,0,0,0,0,通关4次平顶山10,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2531,10|8|20|11,
108909,平顶山10,89,1,7,0,62300,93450,0,0,0,0,0,通关7次平顶山10,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2531,10|8|20|11,
108910,平顶山10,89,1,12,0,106800,160200,0,0,0,0,0,通关12次平顶山10,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2531,10|8|20|11,
109001,对话,90,2,0,0,1800,2700,0,0,0,0,0,与哪吒对话,8,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
109002,盘丝洞1,90,1,1,0,7200,10800,0,0,0,0,0,通关1次盘丝洞1,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2541,10|8|20|11,
109003,盘丝洞1,90,1,4,0,36000,54000,0,0,0,0,0,通关4次盘丝洞1,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2541,10|8|20|11,
109004,盘丝洞1,90,1,7,0,63000,94500,0,0,0,0,0,通关7次盘丝洞1,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2541,10|8|20|11,
109005,盘丝洞1,90,1,12,0,108000,162000,0,0,0,0,0,通关12次盘丝洞1,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2541,10|8|20|11,
109006,对话,90,2,0,0,1800,2700,0,0,0,0,0,与哪吒对话,8,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
109007,盘丝洞2,90,1,1,0,7200,10800,0,0,0,0,0,通关1次盘丝洞2,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2551,10|8|20|11,
109008,盘丝洞2,90,1,4,0,36000,54000,0,0,0,0,0,通关4次盘丝洞2,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2551,10|8|20|11,
109009,盘丝洞2,90,1,7,0,63000,94500,0,0,0,0,0,通关7次盘丝洞2,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2551,10|8|20|11,
109010,盘丝洞2,90,1,12,0,108000,162000,0,0,0,0,0,通关12次盘丝洞2,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2551,10|8|20|11,
109101,对话,91,2,0,0,1820,2730,0,0,0,0,0,与哪吒对话,8,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,,10|8|20|11,
109102,盘丝洞3,91,1,1,0,7280,10920,0,0,0,0,0,通关1次盘丝洞3,0,2,7|1|2|5|3|6|15|31|21|12|4|14|13|28,1:1|3;5:1|2|3;6:1|2|3|4|6|5;10:2|3|5;8:1|9|4|2|7|6|11|3|10;20:5|13|8|12|14;28:108|17|18|16,5,1,1,,10000|1051|1052|10002|1053|1054|10004|1055|1056|10008,0,1,,2|3|4|5,,-2561,10|8|20|11,
